id,DCI,ATC,initiale_ATC,niveau_2,Name_Length,niveau_3,niveau_4,initiale_DCI,Longueur_ATC
9033,Hexocyclium,A03,A,A03,11,A03,A03,H,3
9034,Hexocyclium,A,A,A,11,A,A,H,1
9035,Histrelin,L02AE,L,L02,9,L02A,L02AE,H,5
9036,Histrelin,L02A,L,L02,9,L02A,L02A,H,4
9037,Histrelin,L02,L,L02,9,L02,L02,H,3
9038,Histrelin,L,L,L,9,L,L,H,1
9039,Lanreotide,H01CB,H,H01,10,H01C,H01CB,L,5
9040,Lanreotide,H01C,H,H01,10,H01C,H01C,L,4
9041,Lanreotide,H01,H,H01,10,H01,H01,L,3
9042,Lanreotide,H,H,H,10,H,H,L,1
9043,Lanthanum carbonate,V03AE,V,V03,19,V03A,V03AE,L,5
9044,Lanthanum carbonate,V03A,V,V03,19,V03A,V03A,L,4
9045,Lanthanum carbonate,V03,V,V03,19,V03,V03,L,3
9046,Lanthanum carbonate,V,V,V,19,V,V,L,1
9047,Lodoxamide,S01GX,S,S01,10,S01G,S01GX,L,5
9048,Lodoxamide,S01G,S,S01,10,S01G,S01G,L,4
9049,Lodoxamide,S01,S,S01,10,S01,S01,L,3
9050,Lodoxamide,S,S,S,10,S,S,L,1
9051,Mafenide,G01AE,G,G01,8,G01A,G01AE,M,5
9052,Mafenide,G01A,G,G01,8,G01A,G01A,M,4
9053,Mafenide,G01,G,G01,8,G01,G01,M,3
9054,Mafenide,G,G,G,8,G,G,M,1
9055,Mangafodipir,V08CA,V,V08,12,V08C,V08CA,M,5
9056,Mangafodipir,V08C,V,V08,12,V08C,V08C,M,4
9057,Mangafodipir,V08,V,V08,12,V08,V08,M,3
9058,Mangafodipir,V,V,V,12,V,V,M,1
9059,Mebutamate,N05BC,N,N05,10,N05B,N05BC,M,5
9060,Mebutamate,N05B,N,N05,10,N05B,N05B,M,4
9061,Mebutamate,N05,N,N05,10,N05,N05,M,3
9062,Mebutamate,N,N,N,10,N,N,M,1
9063,Methenamine,J01XX,J,J01,11,J01X,J01XX,M,5
9064,Methenamine,J01X,J,J01,11,J01X,J01X,M,4
9065,Methenamine,J01,J,J01,11,J01,J01,M,3
9066,Methenamine,J,J,J,11,J,J,M,1
9067,Methylnaltrexone,A06AH,A,A06,16,A06A,A06AH,M,5
9068,Methylnaltrexone,A06A,A,A06,16,A06A,A06A,M,4
9069,Methylnaltrexone,A06,A,A06,16,A06,A06,M,3
9070,Methylnaltrexone,A,A,A,16,A,A,M,1
9071,Nepafenac,S01BC,S,S01,9,S01B,S01BC,N,5
9072,Nepafenac,S01B,S,S01,9,S01B,S01B,N,4
9073,Nepafenac,S01,S,S01,9,S01,S01,N,3
9074,Nepafenac,S,S,S,9,S,S,N,1
9075,Niclosamide,P02DA,P,P02,11,P02D,P02DA,N,5
9076,Niclosamide,P02D,P,P02,11,P02D,P02D,N,4
9077,Niclosamide,P02,P,P02,11,P02,P02,N,3
9078,Niclosamide,P,P,P,11,P,P,N,1
9079,Plerixafor,L03AX,L,L03,10,L03A,L03AX,P,5
9080,Plerixafor,L03A,L,L03,10,L03A,L03A,P,4
9081,Plerixafor,L03,L,L03,10,L03,L03,P,3
9082,Plerixafor,L,L,L,10,L,L,P,1
9083,Plicamycin,L01DC,L,L01,10,L01D,L01DC,P,5
9084,Plicamycin,L01D,L,L01,10,L01D,L01D,P,4
9085,Plicamycin,L01,L,L01,10,L01,L01,P,3
9086,Plicamycin,L,L,L,10,L,L,P,1
9087,Polidocanol,C05BB,C,C05,11,C05B,C05BB,P,5
9088,Polidocanol,C05B,C,C05,11,C05B,C05B,P,4
9089,Polidocanol,C05,C,C05,11,C05,C05,P,3
9090,Polidocanol,C,C,C,11,C,C,P,1
9091,Povidone-iodine,G01AX,G,G01,15,G01A,G01AX,P,5
9092,Povidone-iodine,G01A,G,G01,15,G01A,G01A,P,4
9093,Povidone-iodine,G01,G,G01,15,G01,G01,P,3
9094,Povidone-iodine,G,G,G,15,G,G,P,1
9095,Pralatrexate,L01BA,L,L01,12,L01B,L01BA,P,5
9096,Pralatrexate,L01B,L,L01,12,L01B,L01B,P,4
9097,Pralatrexate,L01,L,L01,12,L01,L01,P,3
9098,Pralatrexate,L,L,L,12,L,L,P,1
9099,Pyrithione,D11AX,D,D11,10,D11A,D11AX,P,5
9100,Pyrithione,D11A,D,D11,10,D11A,D11A,P,4
9101,Pyrithione,D11,D,D11,10,D11,D11,P,3
9102,Pyrithione,D,D,D,10,D,D,P,1
9103,Pyrvinium,P02CX,P,P02,9,P02C,P02CX,P,5
9104,Pyrvinium,P02C,P,P02,9,P02C,P02C,P,4
9105,Pyrvinium,P02,P,P02,9,P02,P02,P,3
9106,Pyrvinium,P,P,P,9,P,P,P,1
9107,Raltegravir,J05AR,J,J05,11,J05A,J05AR,R,5
9108,Raltegravir,J05A,J,J05,11,J05A,J05A,R,4
9109,Raltegravir,J05,J,J05,11,J05,J05,R,3
9110,Raltegravir,J,J,J,11,J,J,R,1
9111,Phenylbutyric acid,A16AX,A,A16,18,A16A,A16AX,P,5
9112,Phenylbutyric acid,A16A,A,A16,18,A16A,A16A,P,4
9113,Phenylbutyric acid,A16,A,A16,18,A16,A16,P,3
9114,Phenylbutyric acid,A,A,A,18,A,A,P,1
9115,Sulconazole,D01AC,D,D01,11,D01A,D01AC,S,5
9116,Sulconazole,D01A,D,D01,11,D01A,D01A,S,4
9117,Sulconazole,D01,D,D01,11,D01,D01,S,3
9118,Sulconazole,D,D,D,11,D,D,S,1
9119,Sulfameter,J01ED,J,J01,10,J01E,J01ED,S,5
9120,Sulfameter,J01E,J,J01,10,J01E,J01E,S,4
9121,Sulfameter,J01,J,J01,10,J01,J01,S,3
9122,Sulfameter,J,J,J,10,J,J,S,1
9123,Tinzaparin,B01AB,B,B01,10,B01A,B01AB,T,5
9124,Tinzaparin,B01A,B,B01,10,B01A,B01A,T,4
9125,Tinzaparin,B01,B,B01,10,B01,B01,T,3
9126,Tinzaparin,B,B,B,10,B,B,T,1
9127,Tiopronin,G04BX,G,G04,9,G04B,G04BX,T,5
9128,Tiopronin,G04B,G,G04,9,G04B,G04B,T,4
9129,Tiopronin,G04,G,G04,9,G04,G04,T,3
9130,Tiopronin,G,G,G,9,G,G,T,1
9131,Triethylenetetramine,A16AX,A,A16,20,A16A,A16AX,T,5
9132,Triethylenetetramine,A16A,A,A16,20,A16A,A16A,T,4
9133,Triethylenetetramine,A16,A,A16,20,A16,A16,T,3
9134,Triethylenetetramine,A,A,A,20,A,A,T,1
9135,Triptorelin,L02AE,L,L02,11,L02A,L02AE,T,5
9136,Triptorelin,L02A,L,L02,11,L02A,L02A,T,4
9137,Triptorelin,L02,L,L02,11,L02,L02,T,3
9138,Triptorelin,L,L,L,11,L,L,T,1
9139,Unoprostone,S01EE,S,S01,11,S01E,S01EE,U,5
9140,Unoprostone,S01E,S,S01,11,S01E,S01E,U,4
9141,Unoprostone,S01,S,S01,11,S01,S01,U,3
9142,Unoprostone,S,S,S,11,S,S,U,1
9143,Hymecromone,A05AX,A,A05,11,A05A,A05AX,H,5
9144,Hymecromone,A05A,A,A05,11,A05A,A05A,H,4
9145,Hymecromone,A05,A,A05,11,A05,A05,H,3
9146,Hymecromone,A,A,A,11,A,A,H,1
9147,Azapropazone,M01AX,M,M01,12,M01A,M01AX,A,5
9148,Azapropazone,M01A,M,M01,12,M01A,M01A,A,4
9149,Azapropazone,M01,M,M01,12,M01,M01,A,3
9150,Azapropazone,M,M,M,12,M,M,A,1
9151,Felbinac,M02AA,M,M02,8,M02A,M02AA,F,5
9152,Felbinac,M02A,M,M02,8,M02A,M02A,F,4
9153,Felbinac,M02,M,M02,8,M02,M02,F,3
9154,Felbinac,M,M,M,8,M,M,F,1
9155,Dibromotyrosine,H03BX,H,H03,15,H03B,H03BX,D,5
9156,Dibromotyrosine,H03B,H,H03,15,H03B,H03B,D,4
9157,Dibromotyrosine,H03,H,H03,15,H03,H03,D,3
9158,Dibromotyrosine,H,H,H,15,H,H,D,1
9159,Fasudil,C04AX,C,C04,7,C04A,C04AX,F,5
9160,Fasudil,C04A,C,C04,7,C04A,C04A,F,4
9161,Fasudil,C04,C,C04,7,C04,C04,F,3
9162,Fasudil,C,C,C,7,C,C,F,1
9163,Sulthiame,N03AX,N,N03,9,N03A,N03AX,S,5
9164,Sulthiame,N03A,N,N03,9,N03A,N03A,S,4
9165,Sulthiame,N03,N,N03,9,N03,N03,S,3
9166,Sulthiame,N,N,N,9,N,N,S,1
9167,Parecoxib,M01AH,M,M01,9,M01A,M01AH,P,5
9168,Parecoxib,M01A,M,M01,9,M01A,M01A,P,4
9169,Parecoxib,M01,M,M01,9,M01,M01,P,3
9170,Parecoxib,M,M,M,9,M,M,P,1
9171,Efaproxiral,L01XD,L,L01,11,L01X,L01XD,E,5
9172,Efaproxiral,L01X,L,L01,11,L01X,L01X,E,4
9173,Efaproxiral,L01,L,L01,11,L01,L01,E,3
9174,Efaproxiral,L,L,L,11,L,L,E,1
9175,Triclosan,D08AE,D,D08,9,D08A,D08AE,T,5
9176,Triclosan,D08A,D,D08,9,D08A,D08A,T,4
9177,Triclosan,D08,D,D08,9,D08,D08,T,3
9178,Triclosan,D,D,D,9,D,D,T,1
9179,Thiamphenicol,J01BA,J,J01,13,J01B,J01BA,T,5
9180,Thiamphenicol,J01B,J,J01,13,J01B,J01B,T,4
9181,Thiamphenicol,J01,J,J01,13,J01,J01,T,3
9182,Thiamphenicol,J,J,J,13,J,J,T,1
9183,Dapivirine,G01AX,G,G01,10,G01A,G01AX,D,5
9184,Dapivirine,G01A,G,G01,10,G01A,G01A,D,4
9185,Dapivirine,G01,G,G01,10,G01,G01,D,3
9186,Dapivirine,G,G,G,10,G,G,D,1
9187,Diloxanide,P01AC,P,P01,10,P01A,P01AC,D,5
9188,Diloxanide,P01A,P,P01,10,P01A,P01A,D,4
9189,Diloxanide,P01,P,P01,10,P01,P01,D,3
9190,Diloxanide,P,P,P,10,P,P,D,1
9191,Ethyl biscoumacetate,B01AA,B,B01,20,B01A,B01AA,E,5
9192,Ethyl biscoumacetate,B01A,B,B01,20,B01A,B01A,E,4
9193,Ethyl biscoumacetate,B01,B,B01,20,B01,B01,E,3
9194,Ethyl biscoumacetate,B,B,B,20,B,B,E,1
9195,Azidocillin,J01CE,J,J01,11,J01C,J01CE,A,5
9196,Azidocillin,J01C,J,J01,11,J01C,J01C,A,4
9197,Azidocillin,J01,J,J01,11,J01,J01,A,3
9198,Azidocillin,J,J,J,11,J,J,A,1
9199,Pipazethate,R05DB,R,R05,11,R05D,R05DB,P,5
9200,Pipazethate,R05D,R,R05,11,R05D,R05D,P,4
9201,Pipazethate,R05,R,R05,11,R05,R05,P,3
9202,Pipazethate,R,R,R,11,R,R,P,1
9203,Salicylamide,N02BA,N,N02,12,N02B,N02BA,S,5
9204,Salicylamide,N02B,N,N02,12,N02B,N02B,S,4
9205,Salicylamide,N02,N,N02,12,N02,N02,S,3
9206,Salicylamide,N,N,N,12,N,N,S,1
9207,Sulfamoxole,J01EE,J,J01,11,J01E,J01EE,S,5
9208,Sulfamoxole,J01E,J,J01,11,J01E,J01E,S,4
9209,Sulfamoxole,J01,J,J01,11,J01,J01,S,3
9210,Sulfamoxole,J,J,J,11,J,J,S,1
9211,Antazoline,R06AX,R,R06,10,R06A,R06AX,A,5
9212,Antazoline,R06A,R,R06,10,R06A,R06A,A,4
9213,Antazoline,R06,R,R06,10,R06,R06,A,3
9214,Antazoline,R,R,R,10,R,R,A,1
9215,Chloropyramine,D04AA,D,D04,14,D04A,D04AA,C,5
9216,Chloropyramine,D04A,D,D04,14,D04A,D04A,C,4
9217,Chloropyramine,D04,D,D04,14,D04,D04,C,3
9218,Chloropyramine,D,D,D,14,D,D,C,1
9219,Dimetindene,R06AB,R,R06,11,R06A,R06AB,D,5
9220,Dimetindene,R06A,R,R06,11,R06A,R06A,D,4
9221,Dimetindene,R06,R,R06,11,R06,R06,D,3
9222,Dimetindene,R,R,R,11,R,R,D,1
9223,Isothipendyl,R06AD,R,R06,12,R06A,R06AD,I,5
9224,Isothipendyl,R06A,R,R06,12,R06A,R06A,I,4
9225,Isothipendyl,R06,R,R06,12,R06,R06,I,3
9226,Isothipendyl,R,R,R,12,R,R,I,1
9227,Tymazoline,R01AA,R,R01,10,R01A,R01AA,T,5
9228,Tymazoline,R01A,R,R01,10,R01A,R01A,T,4
9229,Tymazoline,R01,R,R01,10,R01,R01,T,3
9230,Tymazoline,R,R,R,10,R,R,T,1
9231,Roxatidine acetate,A02BA,A,A02,18,A02B,A02BA,R,5
9232,Roxatidine acetate,A02B,A,A02,18,A02B,A02B,R,4
9233,Roxatidine acetate,A02,A,A02,18,A02,A02,R,3
9234,Roxatidine acetate,A,A,A,18,A,A,R,1
9235,Bopindolol,C07AA,C,C07,10,C07A,C07AA,B,5
9236,Bopindolol,C07A,C,C07,10,C07A,C07A,B,4
9237,Bopindolol,C07,C,C07,10,C07,C07,B,3
9238,Bopindolol,C,C,C,10,C,C,B,1
9239,Bupranolol,C07AA,C,C07,10,C07A,C07AA,B,5
9240,Bupranolol,C07A,C,C07,10,C07A,C07A,B,4
9241,Bupranolol,C07,C,C07,10,C07,C07,B,3
9242,Bupranolol,C,C,C,10,C,C,B,1
9243,Cinitapride,A03FA,A,A03,11,A03F,A03FA,C,5
9244,Cinitapride,A03F,A,A03,11,A03F,A03F,C,4
9245,Cinitapride,A03,A,A03,11,A03,A03,C,3
9246,Cinitapride,A,A,A,11,A,A,C,1
9247,Tofisopam,N05BA,N,N05,9,N05B,N05BA,T,5
9248,Tofisopam,N05B,N,N05,9,N05B,N05B,T,4
9249,Tofisopam,N05,N,N05,9,N05,N05,T,3
9250,Tofisopam,N,N,N,9,N,N,T,1
9251,Nadroparin,B01AB,B,B01,10,B01A,B01AB,N,5
9252,Nadroparin,B01A,B,B01,10,B01A,B01A,N,4
9253,Nadroparin,B01,B,B01,10,B01,B01,N,3
9254,Nadroparin,B,B,B,10,B,B,N,1
9255,Triflusal,B01AC,B,B01,9,B01A,B01AC,T,5
9256,Triflusal,B01A,B,B01,9,B01A,B01A,T,4
9257,Triflusal,B01,B,B01,9,B01,B01,T,3
9258,Triflusal,B,B,B,9,B,B,T,1
9259,Lurasidone,N05AE,N,N05,10,N05A,N05AE,L,5
9260,Lurasidone,N05A,N,N05,10,N05A,N05A,L,4
9261,Lurasidone,N05,N,N05,10,N05,N05,L,3
9262,Lurasidone,N,N,N,10,N,N,L,1
9263,Ticagrelor,B01AC,B,B01,10,B01A,B01AC,T,5
9264,Ticagrelor,B01A,B,B01,10,B01A,B01A,T,4
9265,Ticagrelor,B01,B,B01,10,B01,B01,T,3
9266,Ticagrelor,B,B,B,10,B,B,T,1
9267,Hyaluronic acid,S01KA,S,S01,15,S01K,S01KA,H,5
9268,Hyaluronic acid,S01K,S,S01,15,S01K,S01K,H,4
9269,Hyaluronic acid,S01,S,S01,15,S01,S01,H,3
9270,Hyaluronic acid,S,S,S,15,S,S,H,1
9271,Tafluprost,S01EE,S,S01,10,S01E,S01EE,T,5
9272,Tafluprost,S01E,S,S01,10,S01E,S01E,T,4
9273,Tafluprost,S01,S,S01,10,S01,S01,T,3
9274,Tafluprost,S,S,S,10,S,S,T,1
9275,Ivacaftor,R07AX,R,R07,9,R07A,R07AX,I,5
9276,Ivacaftor,R07A,R,R07,9,R07A,R07A,I,4
9277,Ivacaftor,R07,R,R07,9,R07,R07,I,3
9278,Ivacaftor,R,R,R,9,R,R,I,1
9279,Azilsartan medoxomil,C09CA,C,C09,20,C09C,C09CA,A,5
9280,Azilsartan medoxomil,C09C,C,C09,20,C09C,C09C,A,4
9281,Azilsartan medoxomil,C09,C,C09,20,C09,C09,A,3
9282,Azilsartan medoxomil,C,C,C,20,C,C,A,1
9283,Ioflupane I-123,V09AB,V,V09,15,V09A,V09AB,I,5
9284,Ioflupane I-123,V09A,V,V09,15,V09A,V09A,I,4
9285,Ioflupane I-123,V09,V,V09,15,V09,V09,I,3
9286,Ioflupane I-123,V,V,V,15,V,V,I,1
9287,Deferiprone,V03AC,V,V03,11,V03A,V03AC,D,5
9288,Deferiprone,V03A,V,V03,11,V03A,V03A,D,4
9289,Deferiprone,V03,V,V03,11,V03,V03,D,3
9290,Deferiprone,V,V,V,11,V,V,D,1
9291,Lomitapide,C10AX,C,C10,10,C10A,C10AX,L,5
9292,Lomitapide,C10A,C,C10,10,C10A,C10A,L,4
9293,Lomitapide,C10,C,C10,10,C10,C10,L,3
9294,Lomitapide,C,C,C,10,C,C,L,1
9295,Vismodegib,L01XX,L,L01,10,L01X,L01XX,V,5
9296,Vismodegib,L01X,L,L01,10,L01X,L01X,V,4
9297,Vismodegib,L01,L,L01,10,L01,L01,V,3
9298,Vismodegib,L,L,L,10,L,L,V,1
9299,Spaglumic acid,R01AC,R,R01,14,R01A,R01AC,S,5
9300,Spaglumic acid,R01A,R,R01,14,R01A,R01A,S,4
9301,Spaglumic acid,R01,R,R01,14,R01,R01,S,3
9302,Spaglumic acid,R,R,R,14,R,R,S,1
9303,Temocapril,C09AA,C,C09,10,C09A,C09AA,T,5
9304,Temocapril,C09A,C,C09,10,C09A,C09A,T,4
9305,Temocapril,C09,C,C09,10,C09,C09,T,3
9306,Temocapril,C,C,C,10,C,C,T,1
9307,N-methylnicotinamide,A05AB,A,A05,20,A05A,A05AB,N,5
9308,N-methylnicotinamide,A05A,A,A05,20,A05A,A05A,N,4
9309,N-methylnicotinamide,A05,A,A05,20,A05,A05,N,3
9310,N-methylnicotinamide,A,A,A,20,A,A,N,1
9311,Acetylcarnitine,N06BX,N,N06,15,N06B,N06BX,A,5
9312,Acetylcarnitine,N06B,N,N06,15,N06B,N06B,A,4
9313,Acetylcarnitine,N06,N,N06,15,N06,N06,A,3
9314,Acetylcarnitine,N,N,N,15,N,N,A,1
9315,Pitavastatin,C10AA,C,C10,12,C10A,C10AA,P,5
9316,Pitavastatin,C10A,C,C10,12,C10A,C10A,P,4
9317,Pitavastatin,C10,C,C10,12,C10,C10,P,3
9318,Pitavastatin,C,C,C,12,C,C,P,1
9319,Cholecystokinin,V04CK,V,V04,15,V04C,V04CK,C,5
9320,Cholecystokinin,V04C,V,V04,15,V04C,V04C,C,4
9321,Cholecystokinin,V04,V,V04,15,V04,V04,C,3
9322,Cholecystokinin,V,V,V,15,V,V,C,1
9323,Rilpivirine,J05AR,J,J05,11,J05A,J05AR,R,5
9324,Rilpivirine,J05A,J,J05,11,J05A,J05A,R,4
9325,Rilpivirine,J05,J,J05,11,J05,J05,R,3
9326,Rilpivirine,J,J,J,11,J,J,R,1
9327,Crizotinib,L01XE,L,L01,10,L01X,L01XE,C,5
9328,Crizotinib,L01X,L,L01,10,L01X,L01X,C,4
9329,Crizotinib,L01,L,L01,10,L01,L01,C,3
9330,Crizotinib,L,L,L,10,L,L,C,1
9331,Ulipristal,G03AD,G,G03,10,G03A,G03AD,U,5
9332,Ulipristal,G03A,G,G03,10,G03A,G03A,U,4
9333,Ulipristal,G03,G,G03,10,G03,G03,U,3
9334,Ulipristal,G,G,G,10,G,G,U,1
9335,Fingolimod,L04AA,L,L04,10,L04A,L04AA,F,5
9336,Fingolimod,L04A,L,L04,10,L04A,L04A,F,4
9337,Fingolimod,L04,L,L04,10,L04,L04,F,3
9338,Fingolimod,L,L,L,10,L,L,F,1
9339,Tesamorelin,H01AC,H,H01,11,H01A,H01AC,T,5
9340,Tesamorelin,H01A,H,H01,11,H01A,H01A,T,4
9341,Tesamorelin,H01,H,H01,11,H01,H01,T,3
9342,Tesamorelin,H,H,H,11,H,H,T,1
9343,Eribulin,L01XX,L,L01,8,L01X,L01XX,E,5
9344,Eribulin,L01X,L,L01,8,L01X,L01X,E,4
9345,Eribulin,L01,L,L01,8,L01,L01,E,3
9346,Eribulin,L,L,L,8,L,L,E,1
9347,Boceprevir,J05AP,J,J05,10,J05A,J05AP,B,5
9348,Boceprevir,J05A,J,J05,10,J05A,J05A,B,4
9349,Boceprevir,J05,J,J05,10,J05,J05,B,3
9350,Boceprevir,J,J,J,10,J,J,B,1
9351,Fidaxomicin,A07AA,A,A07,11,A07A,A07AA,F,5
9352,Fidaxomicin,A07A,A,A07,11,A07A,A07A,F,4
9353,Fidaxomicin,A07,A,A07,11,A07,A07,F,3
9354,Fidaxomicin,A,A,A,11,A,A,F,1
9355,Cabozantinib,L01XE,L,L01,12,L01X,L01XE,C,5
9356,Cabozantinib,L01X,L,L01,12,L01X,L01X,C,4
9357,Cabozantinib,L01,L,L01,12,L01,L01,C,3
9358,Cabozantinib,L,L,L,12,L,L,C,1
9359,Ruxolitinib,L01XE,L,L01,11,L01X,L01XE,R,5
9360,Ruxolitinib,L01X,L,L01,11,L01X,L01X,R,4
9361,Ruxolitinib,L01,L,L01,11,L01,L01,R,3
9362,Ruxolitinib,L,L,L,11,L,L,R,1
9363,Teriflunomide,L04AA,L,L04,13,L04A,L04AA,T,5
9364,Teriflunomide,L04A,L,L04,13,L04A,L04A,T,4
9365,Teriflunomide,L04,L,L04,13,L04,L04,T,3
9366,Teriflunomide,L,L,L,13,L,L,T,1
9367,Vemurafenib,L01XE,L,L01,11,L01X,L01XE,V,5
9368,Vemurafenib,L01X,L,L01,11,L01X,L01X,V,4
9369,Vemurafenib,L01,L,L01,11,L01,L01,V,3
9370,Vemurafenib,L,L,L,11,L,L,V,1
9371,Linagliptin,A10BH,A,A10,11,A10B,A10BH,L,5
9372,Linagliptin,A10B,A,A10,11,A10B,A10B,L,4
9373,Linagliptin,A10,A,A10,11,A10,A10,L,3
9374,Linagliptin,A,A,A,11,A,A,L,1
9375,Perampanel,N03AX,N,N03,10,N03A,N03AX,P,5
9376,Perampanel,N03A,N,N03,10,N03A,N03A,P,4
9377,Perampanel,N03,N,N03,10,N03,N03,P,3
9378,Perampanel,N,N,N,10,N,N,P,1
9379,Gadoxetic acid,V08CA,V,V08,14,V08C,V08CA,G,5
9380,Gadoxetic acid,V08C,V,V08,14,V08C,V08C,G,4
9381,Gadoxetic acid,V08,V,V08,14,V08,V08,G,3
9382,Gadoxetic acid,V,V,V,14,V,V,G,1
9383,Carfilzomib,L01XX,L,L01,11,L01X,L01XX,C,5
9384,Carfilzomib,L01X,L,L01,11,L01X,L01X,C,4
9385,Carfilzomib,L01,L,L01,11,L01,L01,C,3
9386,Carfilzomib,L,L,L,11,L,L,C,1
9387,Linaclotide,A06AX,A,A06,11,A06A,A06AX,L,5
9388,Linaclotide,A06A,A,A06,11,A06A,A06A,L,4
9389,Linaclotide,A06,A,A06,11,A06,A06,L,3
9390,Linaclotide,A,A,A,11,A,A,L,1
9391,Mirabegron,G04BD,G,G04,10,G04B,G04BD,M,5
9392,Mirabegron,G04B,G,G04,10,G04B,G04B,M,4
9393,Mirabegron,G04,G,G04,10,G04,G04,M,3
9394,Mirabegron,G,G,G,10,G,G,M,1
9395,Tofacitinib,L04AA,L,L04,11,L04A,L04AA,T,5
9396,Tofacitinib,L04A,L,L04,11,L04A,L04A,T,4
9397,Tofacitinib,L04,L,L04,11,L04,L04,T,3
9398,Tofacitinib,L,L,L,11,L,L,T,1
9399,Regorafenib,L01XE,L,L01,11,L01X,L01XE,R,5
9400,Regorafenib,L01X,L,L01,11,L01X,L01X,R,4
9401,Regorafenib,L01,L,L01,11,L01,L01,R,3
9402,Regorafenib,L,L,L,11,L,L,R,1
9403,Aclidinium,R03BB,R,R03,10,R03B,R03BB,A,5
9404,Aclidinium,R03B,R,R03,10,R03B,R03B,A,4
9405,Aclidinium,R03,R,R03,10,R03,R03,A,3
9406,Aclidinium,R,R,R,10,R,R,A,1
9407,Glucarpidase,V03AF,V,V03,12,V03A,V03AF,G,5
9408,Glucarpidase,V03A,V,V03,12,V03A,V03A,G,4
9409,Glucarpidase,V03,V,V03,12,V03,V03,G,3
9410,Glucarpidase,V,V,V,12,V,V,G,1
9411,Enzalutamide,L02BB,L,L02,12,L02B,L02BB,E,5
9412,Enzalutamide,L02B,L,L02,12,L02B,L02B,E,4
9413,Enzalutamide,L02,L,L02,12,L02,L02,E,3
9414,Enzalutamide,L,L,L,12,L,L,E,1
9415,Teduglutide,A16AX,A,A16,11,A16A,A16AX,T,5
9416,Teduglutide,A16A,A,A16,11,A16A,A16A,T,4
9417,Teduglutide,A16,A,A16,11,A16,A16,T,3
9418,Teduglutide,A,A,A,11,A,A,T,1
9419,Ponatinib,L01XE,L,L01,9,L01X,L01XE,P,5
9420,Ponatinib,L01X,L,L01,9,L01X,L01X,P,4
9421,Ponatinib,L01,L,L01,9,L01,L01,P,3
9422,Ponatinib,L,L,L,9,L,L,P,1
9423,Bedaquiline,J04AK,J,J04,11,J04A,J04AK,B,5
9424,Bedaquiline,J04A,J,J04,11,J04A,J04A,B,4
9425,Bedaquiline,J04,J,J04,11,J04,J04,B,3
9426,Bedaquiline,J,J,J,11,J,J,B,1
9427,Formestane,L02BG,L,L02,10,L02B,L02BG,F,5
9428,Formestane,L02B,L,L02,10,L02B,L02B,F,4
9429,Formestane,L02,L,L02,10,L02,L02,F,3
9430,Formestane,L,L,L,10,L,L,F,1
9431,Fluticasone furoate,R03AL,R,R03,19,R03A,R03AL,F,5
9432,Fluticasone furoate,R03A,R,R03,19,R03A,R03A,F,4
9433,Fluticasone furoate,R03,R,R03,19,R03,R03,F,3
9434,Fluticasone furoate,R,R,R,19,R,R,F,1
9435,Canagliflozin,A10BD,A,A10,13,A10B,A10BD,C,5
9436,Canagliflozin,A10B,A,A10,13,A10B,A10B,C,4
9437,Canagliflozin,A10,A,A10,13,A10,A10,C,3
9438,Canagliflozin,A,A,A,13,A,A,C,1
9439,Dimethyl fumarate,L04AX,L,L04,17,L04A,L04AX,D,5
9440,Dimethyl fumarate,L04A,L,L04,17,L04A,L04A,D,4
9441,Dimethyl fumarate,L04,L,L04,17,L04,L04,D,3
9442,Dimethyl fumarate,L,L,L,17,L,L,D,1
9443,Glycerol phenylbutyrate,A16AX,A,A16,23,A16A,A16AX,G,5
9444,Glycerol phenylbutyrate,A16A,A,A16,23,A16A,A16A,G,4
9445,Glycerol phenylbutyrate,A16,A,A16,23,A16,A16,G,3
9446,Glycerol phenylbutyrate,A,A,A,23,A,A,G,1
9447,Pomalidomide,L04AX,L,L04,12,L04A,L04AX,P,5
9448,Pomalidomide,L04A,L,L04,12,L04A,L04A,P,4
9449,Pomalidomide,L04,L,L04,12,L04,L04,P,3
9450,Pomalidomide,L,L,L,12,L,L,P,1
9451,Trametinib,L01XE,L,L01,10,L01X,L01XE,T,5
9452,Trametinib,L01X,L,L01,10,L01X,L01X,T,4
9453,Trametinib,L01,L,L01,10,L01,L01,T,3
9454,Trametinib,L,L,L,10,L,L,T,1
9455,Dabrafenib,L01XE,L,L01,10,L01X,L01XE,D,5
9456,Dabrafenib,L01X,L,L01,10,L01X,L01X,D,4
9457,Dabrafenib,L01,L,L01,10,L01,L01,D,3
9458,Dabrafenib,L,L,L,10,L,L,D,1
9459,Afatinib,L01XE,L,L01,8,L01X,L01XE,A,5
9460,Afatinib,L01X,L,L01,8,L01X,L01X,A,4
9461,Afatinib,L01,L,L01,8,L01,L01,A,3
9462,Afatinib,L,L,L,8,L,L,A,1
9463,Adrafinil,N06BX,N,N06,9,N06B,N06BX,A,5
9464,Adrafinil,N06B,N,N06,9,N06B,N06B,A,4
9465,Adrafinil,N06,N,N06,9,N06,N06,A,3
9466,Adrafinil,N,N,N,9,N,N,A,1
9467,Arsthinol,P01AR,P,P01,9,P01A,P01AR,A,5
9468,Arsthinol,P01A,P,P01,9,P01A,P01A,A,4
9469,Arsthinol,P01,P,P01,9,P01,P01,A,3
9470,Arsthinol,P,P,P,9,P,P,A,1
